polygon_row_id,map_class_clean,lifeform_clean,acres_numeric,adjacent_freshwater_anchor,adjacent_tidal_anchor,near_model_site,near_model_site_ids,near_map_edge,split_class,movement_group,base_cost,is_barrier,classification_status,decision_reason
92033,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.06811625869157224,FALSE,FALSE,FALSE,,FALSE,UNRESOLVED_MUDFLAT_REVIEW,UNRESOLVED_REVIEW,,FALSE,REVIEW_REQUIRED,"No freshwater, tidal, or modeled-site spatial evidence"
92034,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.11376671809434183,FALSE,FALSE,FALSE,,FALSE,UNRESOLVED_MUDFLAT_REVIEW,UNRESOLVED_REVIEW,,FALSE,REVIEW_REQUIRED,"No freshwater, tidal, or modeled-site spatial evidence"
92035,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.09226976198998772,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92036,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.0362729555036413,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92037,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.36912535930168483,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92038,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.1479997988694906,FALSE,FALSE,FALSE,,FALSE,UNRESOLVED_MUDFLAT_REVIEW,UNRESOLVED_REVIEW,,FALSE,REVIEW_REQUIRED,"No freshwater, tidal, or modeled-site spatial evidence"
92039,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.01638129511380526,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92040,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,1.2272260028561581,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92041,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.011812256573243382,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92042,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.01100165859557567,FALSE,FALSE,FALSE,,FALSE,UNRESOLVED_MUDFLAT_REVIEW,UNRESOLVED_REVIEW,,FALSE,REVIEW_REQUIRED,"No freshwater, tidal, or modeled-site spatial evidence"
